SKU,NOMBRE TECNICO INTERNO CON ID,ID,ETIQUETADO,¿CAMBIO?,COMENTARIO,CATEGORIA,MARCA,MODELO,FAMILIA,SUB FAMILIA,NOMBRE PARA COTIZACIONES,NOMBRE CORTO ALMACEN,COLOR,STATUS,UBICACION,UNIT/SET,RACK,PANEL,IDENTIFICADOR RFID,NUMERO DE SERIE,GARANTIA VIGENTE,PRECIO ORIGINAL,PRECIO RENTA IDEAL,PRECIO RENTA MINIMO
BP570819,PEDESTAL DE MICROFONO | HERCULES | MS-531B | ID PH025,PH025,,,BIEN,PEDESTALES,HERCULES,MS-531B,PEDESTAL,MICROFONO,Pedestal de Micrófono :: Hercules | MS-531B,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP578539,PEDESTAL DE MICROFONO | HERCULES | MS-531B | ID PH026,PH026,,,BIEN,PEDESTALES,HERCULES,MS-531B,PEDESTAL,MICROFONO,Pedestal de Micrófono :: Hercules | MS-531B,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP285680,PEDESTAL DE MICROFONO | HERCULES | MS-531B | ID PH027,PH027,,,BIEN,PEDESTALES,HERCULES,MS-531B,PEDESTAL,MICROFONO,Pedestal de Micrófono :: Hercules | MS-531B,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP734710,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH028,PH028,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP302614,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH029,PH029,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP931512,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH030,PH030,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP600346,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH031,PH031,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP808313,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH032,PH032,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP991008,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH033,PH033,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP515293,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH034,PH034,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP958479,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH035,PH035,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP922080,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH036,PH036,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP801832,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH037,PH037,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP471755,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH038,PH038,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP876309,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH039,PH039,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP419173,TRIPIE DE BOCINA | HERCULES | SS200BB | ID PH040,PH040,,,BIEN,PEDESTALES,HERCULES,SS200BB,TRIPIE,BOCINA,Tripie de Bocina :: Hercules | SS200BB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP152475,PEDESTAL DE MICROFONO | KONIG Y MEYER | ID PK001,PK001,,,BIEN,PEDESTALES,KONIG Y MEYER,,PEDESTAL,MICROFONO,Pedestal de Micrófono :: Konig y Meyer,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP141632,PEDESTAL DE MICROFONO | KONIG Y MEYER | ID PK002,PK002,,,BIEN,PEDESTALES,KONIG Y MEYER,,PEDESTAL,MICROFONO,Pedestal de Micrófono :: Konig y Meyer,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP750213,POLE DE SUBWOOFER | KONIG Y MEYER | ID PK003,PK003,,,BIEN,PEDESTALES,KONIG Y MEYER,,POLE,SUBWOOFER,Pole de Subwoofer :: Konig y Meyer,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP897794,POLE DE SUBWOOFER | KONIG Y MEYER | ID PK004,PK004,,,BIEN,PEDESTALES,KONIG Y MEYER,,POLE,SUBWOOFER,Pole de Subwoofer :: Konig y Meyer,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP628949,POLE DE SUBWOOFER | ON STAGE | ID PO001,PO001,,,BIEN,PEDESTALES,ON STAGE,,POLE,SUBWOOFER,Pole de Subwoofer :: On Stage,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP409095,POLE DE SUBWOOFER | ON STAGE | ID PO002,PO002,,,BIEN,PEDESTALES,ON STAGE,,POLE,SUBWOOFER,Pole de Subwoofer :: On Stage,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP416552,POLE DE SUBWOOFER | ON STAGE | SS7745 | ID PO003,PO003,,,BIEN,PEDESTALES,ON STAGE,SS7745,POLE,SUBWOOFER,Pole de Subwoofer :: On Stage | SS7745,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP776858,POLE DE SUBWOOFER | ON STAGE | SS7745 | ID PO004,PO004,,,BIEN,PEDESTALES,ON STAGE,SS7745,POLE,SUBWOOFER,Pole de Subwoofer :: On Stage | SS7745,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP492461,PEDESTAL DE MICROFONO | ON STAGE | M57411TB | ID PO005,PO005,,,BIEN,PEDESTALES,ON STAGE,M57411TB,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | M57411TB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP852766,PEDESTAL DE MICROFONO | ON STAGE | M57411TB | ID PO006,PO006,,,BIEN,PEDESTALES,ON STAGE,M57411TB,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | M57411TB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP790165,PEDESTAL DE MICROFONO | ON STAGE | M57411TB | ID PO007,PO007,,,BIEN,PEDESTALES,ON STAGE,M57411TB,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | M57411TB,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP694687,PEDESTAL DE MICROFONO | JAMSTANDS | JS-MCFB50 | ID PJ001,PJ001,,,BIEN,PEDESTALES,JAMSTANDS,JS-MCFB50,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | JS-MCFB50,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP237228,PEDESTAL DE MICROFONO | JAMSTANDS | JS-MCFB50 | ID PJ002,PJ002,,,BIEN,PEDESTALES,JAMSTANDS,JS-MCFB51,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | JS-MCFB50,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP870853,PEDESTAL DE MICROFONO | JAMSTANDS | JS-MCFB50 | ID PJ003,PJ003,,,BIEN,PEDESTALES,JAMSTANDS,JS-MCFB52,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | JS-MCFB50,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP860333,PEDESTAL DE MICROFONO | JAMSTANDS | JS-MCFB50 | ID PJ004,PJ004,,,BIEN,PEDESTALES,JAMSTANDS,JS-MCFB53,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | JS-MCFB50,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP168300,PEDESTAL DE MICROFONO | JAMSTANDS | JS-MCFB50 | ID PJ005,PJ005,,,BIEN,PEDESTALES,JAMSTANDS,JS-MCFB54,PEDESTAL,MICROFONO,Pedestal de Micrófono :: On Stage | JS-MCFB50,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP715850,PLANCHA | KONIG Y MEYER | ID PK005,PK005,,,BIEN,PEDESTALES,KONIG Y MEYER,,PLANCHA,PLANCHAS,Plancha :: Konig y Meyer,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP529886,PLANCHA | KONIG Y MEYER | ID PK006,PK006,,,BIEN,PEDESTALES,KONIG Y MEYER,,PLANCHA,PLANCHAS,Plancha :: Konig y Meyer,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP227796,COMPUTADORA | LAPTOP | APPLE | MACBOOK AIR | ID CA001,CA001,,,BIEN,COMPUTO,APPLE,MacBook Air,COMPUTADORA,LAPTOP,Laptop :: Apple | Macbook Air,,,,,INDIVIDUAL,,,,FVFJL5H8Q6L4,,$0.00,$0.00,$0.00
BP374606,COMPUTADORA | LAPTOP | LENOVO | 81WH | ID CL001,CL001,,,BIEN,COMPUTO,LENOVO,Lenovo 81WH,COMPUTADORA,LAPTOP,Laptop :: Lenovo | 81WH,,,,,INDIVIDUAL,,,,PF45V31Y,,$0.00,$0.00,$0.00
BP978523,COMPUTADORA | LAPTOP | LENOVO | 81WH | ID CL002,CL002,,,BIEN,COMPUTO,LENOVO,Lenovo 81WH,COMPUTADORA,LAPTOP,Laptop :: Lenovo | 81WH,,,,,INDIVIDUAL,,,,PF460WJ2,,$0.00,$0.00,$0.00
BP197320,COMPUTADORA | LAPTOP | LENOVO | 81WH | ID CL003,CL003,,,BIEN,COMPUTO,LENOVO,Lenovo 81WH,COMPUTADORA,LAPTOP,Laptop :: Lenovo | 81WH,,,,,INDIVIDUAL,,,,PF45TEP1,,$0.00,$0.00,$0.00
BP557947,COMPUTADORA | LAPTOP | LENOVO | DEAPAD3 | ID CL004,CL004,,,BIEN,COMPUTO,LENOVO,Lenovo IDEAPAD3,COMPUTADORA,LAPTOP,Laptop :: Lenovo | IDEAPAD3,,,,,INDIVIDUAL,,,,PE3T0PH1,,$0.00,$0.00,$0.00
BP495024,COMPUTADORA | LAPTOP | DELL | INSPIRON P112F | ID CD001,CD001,,,BIEN,COMPUTO,DELL,Inspiron P112F,COMPUTADORA,LAPTOP,Laptop :: DELL | Inspirion P112F,,,,,INDIVIDUAL,,,,33669193251,,$0.00,$0.00,$0.00
BP419863,COMPUTADORA | LAPTOP | ASUS | ID CA003,CA003,,,BIEN,COMPUTO,ASUS,,COMPUTADORA,LAPTOP,Laptop :: ASUS | ,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP421157,COMPUTADORA | LAPTOP | ACER | NITRO N20C1 | ID CA004,CA004,,,BIEN,COMPUTO,ACER,NITRO N20C1,COMPUTADORA,LAPTOP,Laptop :: ACER | Nitro N20C1,,,,,INDIVIDUAL,,,,NHQEMAL00Q24713D2F3400,,$0.00,$0.00,$0.00
BP328359,COMPUTADORA | LAPTOP | ACER | NMW120 | ID CA005,CA005,,,BIEN,COMPUTO,ACER,NMW120,COMPUTADORA,LAPTOP,Laptop :: ACER | NMW120,,,,,INDIVIDUAL,,,,NC2071101924201145KE00,,$0.00,$0.00,$0.00
BP565191,COMPUTADORA | LAPTOP | LITEON | PA-1181-16 | ID CL005,CL005,,,BIEN,COMPUTO,LITEON,PA-1181-16,COMPUTADORA,LAPTOP,Laptop :: Liteon | PA-1181-16,,,,,INDIVIDUAL,,,,201150-11,,$0.00,$0.00,$0.00
BP855394,COMPUTADORA | LAPTOP | LITEON | PA-1181-16 | ID CL006,CL006,,,BIEN,COMPUTO,LITEON,PA-1181-16,COMPUTADORA,LAPTOP,Laptop :: Liteon | PA-1181-16 | ID CL06,,,,,INDIVIDUAL,,,,E254927,,$0.00,$0.00,$0.00
BP643680,COMPUTADORA | LAPTOP | ASUS | X401A | ID CA006,CA006,,,BIEN,COMPUTO,ASUS,X401A,COMPUTADORA,LAPTOP,Laptop :: ASUS | X401A,,,,,INDIVIDUAL,,,,01-800836-7847,,$0.00,$0.00,$0.00
BP714136,COMPUTADORA | LAPTOP | TOSHIBA | PA-1650-21 | ID CT001,CT001,,,BIEN,COMPUTO,TOSHIBA,PA-1650-21,COMPUTADORA,LAPTOP,Laptop :: Toshiba | PA-1650-21,,,,,INDIVIDUAL,,,,090428-11,,$0.00,$0.00,$0.00
BP832655,COMPUTADORA | LAPTOP | TOSHIBA | PA-1650-21 | ID CT002,CT002,,,BIEN,COMPUTO,TOSHIBA,PA-1650-21,COMPUTADORA,LAPTOP,Laptop :: Toshiba | PA-1650-21,,,,,INDIVIDUAL,,,,E55349,,$0.00,$0.00,$0.00
BP192662,COMPUTADORA | LAPTOP | ASUS | X401A | ID CA007,CA007,,,BIEN,COMPUTO,ASUS,X401A,COMPUTADORA,LAPTOP,Laptop :: ASUS | X401A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP936660,COMPUTADORA | LAPTOP | LENOVO | 82HS | ID CL007,CL007,,,BIEN,COMPUTO,LENOVO,82HS,COMPUTADORA,LAPTOP,Laptop :: Lenovo | 82HS,,,,,INDIVIDUAL,,,,PW0024JD,,$0.00,$0.00,$0.00
BP937953,COMPUTADORA | LAPTOP | LENOVO | 82HS | ID CL008,CL008,,,BIEN,COMPUTO,LENOVO,82HS,COMPUTADORA,LAPTOP,Laptop :: Lenovo | 82HS,,,,,INDIVIDUAL,,,,800,,$0.00,$0.00,$0.00
BP315659,COMPUTADORA | LAPTOP | STEREN | 506-435 | ID CS005,CS005,,,BIEN,COMPUTO,STEREN,506-435,COMPUTADORA,LAPTOP,Laptop :: STEREN | 506-435,,,,,INDIVIDUAL,,,,40464,,$0.00,$0.00,$0.00
BP320799,COMPUTADORA | LAPTOP | PERFECT CHOICE | PC-101277 | ID CP001,CP001,,,BIEN,COMPUTO,PERFECT CHOICE,PC-101277,COMPUTADORA,LAPTOP,Laptop :: Perfect Choice | PC-101277,,,,,INDIVIDUAL,,,,L048101277,,$0.00,$0.00,$0.00
BP260497,COMPUTADORA | LAPTOP | LENOVO | TAB M10 | ID CL009,CL009,,,BIEN,COMPUTO,LENOVO,Tab M10,COMPUTADORA,LAPTOP,Laptop :: Lenovo | TAB M10,,,,,INDIVIDUAL,,,,HGT7GHQ7,,$0.00,$0.00,$0.00
BP379294,COMPUTADORA | LAPTOP | KENOWA | HD156 | ID CK0023,CK023,,,BIEN,COMPUTO,KENOWA,HD156,COMPUTADORA,LAPTOP,Laptop :: Kenowa | HD156,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP862317,COMPUTADORA | LAPTOP | KENOWA | HD156 | ID CK0024,CK024,,,BIEN,COMPUTO,KENOWA,HD156,COMPUTADORA,LAPTOP,Laptop :: Kenowa | HD156,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP673773,COMPUTADORA | LAPTOP | SHENZHEN | FJ-SW-268 | ID CS006,CS006,,,BIEN,COMPUTO,SHENZHEN,FJ-SW-268D0503000U,COMPUTADORA,LAPTOP,Laptop :: Shenzen | FJ-SW-268,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP462381,COMPUTADORA | LAPTOP | SHENZHEN | FJ-SW-268 | ID CS007,CS007,,,BIEN,COMPUTO,SHENZHEN,FJ-SW-268D0503000U,COMPUTADORA,LAPTOP,Laptop :: Shenzen | FJ-SW-268,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP553154,MICROFONO DINAMICO | SHURE | BETA58A | ID MS001,MS001,,,BIEN,MICROFONIA,SHURE,BETA58A,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | BETA58A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP403036,MICROFONO DINAMICO | SHURE | BETA58A | ID MS002,MS002,,,BIEN,MICROFONIA,SHURE,BETA58A,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | BETA58A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP490110,MICROFONO DINAMICO | SHURE | BETA58A | ID MS003,MS003,,,BIEN,MICROFONIA,SHURE,BETA58A,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | BETA58A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP698160,MICROFONO DINAMICO | SHURE | BETA58A | ID MS004,MS004,,,BIEN,MICROFONIA,SHURE,BETA58A,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | BETA58A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP755038,MICROFONO DINAMICO | SHURE | BETA58A | ID MS005,MS005,,ELIMINAR ITEM,BIEN,MICROFONIA,SHURE,BETA52A,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | BETA52A,,,,,INDIVIDUAL,,,,MSHB5-1,,$0.00,$0.00,$270.00
BP776649,MICROFONO DINAMICO | SHURE | BETA58A | ID MS006,MS006,,ELIMINAR ITEM,BIEN,MICROFONIA,SHURE,BETA52A,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | BETA52A,,,,,INDIVIDUAL,,,,MSHB5-1,,$0.00,$0.00,$270.00
BP366593,MICROFONO DINAMICO | SHURE | BETA58A | ID MS007,MS007,,ELIMINAR ITEM,BIEN,MICROFONIA,SHURE,BETA57A,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | BETA57A,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$320.00
BP618570,MICROFONO DE CONDENSADOR | SHURE | BETA91A | ID MS008,MS008,,,BIEN,MICROFONIA,SHURE,BETA91A,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | BETA91A,,,,,INDIVIDUAL,,,,39A14577,,$0.00,$0.00,$320.00
BP978875,MICROFONO DE CONDENSADOR | SHURE | SM81 | ID MS009,MS009,,,BIEN,MICROFONIA,SHURE,SM81,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | SM81,,,,,INDIVIDUAL,,,,48VDC,,$0.00,$0.00,$420.00
BP215409,MICROFONO DE CONDENSADOR | SHURE | SM81 | ID MS010,MS010,,,BIEN,MICROFONIA,SHURE,SM81,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | SM81,,,,,INDIVIDUAL,,,,48VDC,,$0.00,$0.00,$420.00
BP701334,MICROFONO DE CONDENSADOR | SHURE | SM81 | ID MS011,MS011,,,BIEN,MICROFONIA,SHURE,SM81,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | SM81,,,,,INDIVIDUAL,,,,48VDC,,$0.00,$0.00,$420.00
BP694996,MICROFONO DE CONDENSADOR | SHURE | SM81 | ID MS012,MS012,,,BIEN,MICROFONIA,SHURE,SM81,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | SM81,,,,,INDIVIDUAL,,,,48VDC,,$0.00,$0.00,$420.00
BP144909,MICROFONO DINAMICO | SHURE | SM58 | ID MS013,MS013,,,BIEN,MICROFONIA,SHURE,SM58,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM58,,,,,INDIVIDUAL,,,,MSHSM58,,$0.00,$0.00,$270.00
BP573732,MICROFONO DINAMICO | SHURE | SM58 | ID MS014,MS014,,,BIEN,MICROFONIA,SHURE,SM58,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM58,,,,,INDIVIDUAL,,,,MSHSM58,,$0.00,$0.00,$270.00
BP444576,MICROFONO DINAMICO | SHURE | SM58 | ID MS015,MS015,,,BIEN,MICROFONIA,SHURE,SM58,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM58,,,,,INDIVIDUAL,,,,MSHSM58,,$0.00,$0.00,$270.00
BP511333,MICROFONO DINAMICO | SHURE | SM58 | ID MS016,MS016,,,BIEN,MICROFONIA,SHURE,SM58,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM58,,,,,INDIVIDUAL,,,,MSHSM58,,$0.00,$0.00,$270.00
BP951617,MICROFONO DINAMICO | SHURE | SM58 | ID MS017,MS017,,,BIEN,MICROFONIA,SHURE,SM58,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM58,,,,,INDIVIDUAL,,,,MSHSM58,,$0.00,$0.00,$270.00
BP354686,MICROFONO DINAMICO | SHURE | SM58 | ID MS018,MS018,,,BIEN,MICROFONIA,SHURE,SM58,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM58,,,,,INDIVIDUAL,,,,MSHSM58,,$0.00,$0.00,$270.00
BP797550,MICROFONO DINAMICO | SHURE | SM58 | ID MS019,MS019,,,BIEN,MICROFONIA,SHURE,SM58,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM58,,,,,INDIVIDUAL,,,,MSHSM58,,$0.00,$0.00,$270.00
BP887526,MICROFONO DINAMICO | SHURE | SM57 | ID MS020,MS020,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP639470,MICROFONO DINAMICO | SHURE | SM57 | ID MS21,MS021,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP182012,MICROFONO DINAMICO | SHURE | SM57 | ID MS22,MS022,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP715379,MICROFONO DINAMICO | SHURE | SM57 | ID MS23,MS023,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP805116,MICROFONO DINAMICO | SHURE | SM57 | ID MS24,MS024,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP113083,MICROFONO DINAMICO | SHURE | SM57 | ID MS25,MS025,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP865545,MICROFONO DINAMICO | SHURE | SM57 | ID MS26,MS026,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP742346,MICROFONO DINAMICO | SHURE | SM57 | ID MS27,MS027,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP350351,MICROFONO DINAMICO | SHURE | SM57 | ID MS28,MS028,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP369381,MICROFONO DINAMICO | SHURE | SM57 | ID MS29,MS029,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP255622,MICROFONO DINAMICO | SHURE | SM57 | ID MS30,MS030,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP616250,MICROFONO DINAMICO | SHURE | SM57 | ID MS31,MS031,,,BIEN,MICROFONIA,SHURE,SM57,MICROFONO,DINAMICO,Microfono Dinamico :: Shure | SM57,,,,,INDIVIDUAL,,,,LOZSM57,,$0.00,$0.00,$270.00
BP458229,MICROFONO CONDENSADOR | SHURE | BETA98 H/C | ID MS032,MS032,,,BIEN,MICROFONIA,SHURE,BETA98 H/C,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | BETA98,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$420.00
BP478166,MICROFONO CONDENSADOR | SHURE | BETA98 H/C | ID MS033,MS033,,,BIEN,MICROFONIA,SHURE,BETA98 H/C,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | BETA98,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$420.00
BP479459,MICROFONO CONDENSADOR | SHURE | BETA98 H/C | ID MS034,MS034,,,BIEN,MICROFONIA,SHURE,BETA98 H/C,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | BETA98,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$420.00
BP534080,MICROFONO CONDENSADOR | SHURE | BETA98 H/C | ID MS035,MS035,,,BIEN,MICROFONIA,SHURE,BETA98 H/C,MICROFONO,CONDENSADOR,Microfono de Condensador :: Shure | BETA98,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$420.00
